Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks,Revenue,Delivery_Duration,Fuel_Efficiency,Profit,Delay_Flag,Urgency_Level,Payment_Mode_Encoded,Order_Priority_Encoded
S476753,O61325,C6465,John Doe,,9.2E+11,Unknown,Usa,Unknown,0,P5201,Headphones,Unknown,52.71326495,7,1958.821957,155284.4995,01-03-2023,14-04-2023,9,Pending,Road,V966,Mr. Lee,Cargo,R325,4457.789666,142.643247,Hub C,North Hub,Ms. Verma,Medium,Online,Yes,Returned,Check Packaging,13711.7537,44 days,0.031998649,150826.7098,Yes,Not Urgent,4,4
S473930,O25055,C7195,Michael Brown,Amit@Gmail.Com,9.17E+11,Mumbai,India,North,600001,P6892,Mobile,Furniture,20.36754132,9,1470.172567,65957.74185,27-06-2025,30-05-2020,8,Delayed,Road,V511,Ms. Sharma,Cargo,R920,3845.086369,1134.787063,Warehouse A,Central,Unknown,Low,Card,Yes,Unknown,No Remarks,13231.5531,-1854 days,0.295126547,62112.65548,Yes,Normal,0,1
S302675,O63206,C9601,Fatima Noor,,9.17E+11,Unknown,Uk,South,400001,P2602,Tablet,Clothing,39.17339032,10,2203.700087,188993.6872,14-08-2021,28-09-2025,2,Pending,Rail,V511,Unknown,Truck,R276,2321.317146,490.7450037,Hub C,South Hub,Ms. Verma,High,Cash,Unknown,Not Returned,No Remarks,22037.00087,1506 days,0.211407995,186672.3701,Yes,Urgent,1,3
S256293,O73804,C9887,Fatima Noor,John@Example.Com,9.17E+11,Bangalore,Uk,South,560001,P7012,Unknown,Clothing,26.24860817,7,4221.339974,181861.2156,07-08-2023,17-07-2025,11,In Transit,Rail,V653,Mrs. Patel,Cargo,R497,8013.277385,575.8247449,Hub C,South Hub,Mr. Khan,Low,Debit,Unknown,Not Returned,Check Packaging,29549.37982,710 days,0.071858831,173847.9382,Yes,Normal,3,1
S170042,O91332,C9081,Fatima Noor,,9.17E+11,Unknown,Usa,Unknown,0,P6395,Headphones,Food,37.76674183,13,833.9464516,87698.03529,16-09-2021,31-08-2025,14,Cancelled,Air,V891,Ms. Sharma,Bike,R446,4457.789666,1954.873446,Warehouse A,South Hub,Mr. Patel,Medium,Upi,No,Unknown,Handle With Care,10841.30387,1445 days,0.438529763,83240.24562,Yes,Not Urgent,5,4
S709917,O97661,C9710,John Doe,Amit@Gmail.Com,9.2E+11,Mumbai,India,Unknown,0,P5836,Tablet,Unknown,39.17339032,18,473.0606674,113440.8677,05-05-2025,17-03-2023,1,Delayed,Road,V836,Unknown,Van,R721,7561.095208,1954.873446,Warehouse B,Unknown,Ms. Verma,Unknown,Upi,Unknown,Not Returned,No Remarks,8515.092013,-780 days,0.258543689,105879.7725,Yes,Na,5,2
S664269,O68394,C4994,Jane Smith,,9.17E+11,Bangalore,Usa,East,560001,P6738,Mobile,Furniture,88.77766789,15,528.0540745,54617.5749,04-01-2021,28-03-2022,5,Unknown,Air,V809,Unknown,Van,R607,4493.931902,1756.926761,Warehouse A,Unknown,Unknown,High,Card,Unknown,Not Returned,Handle With Care,7920.811117,448 days,0.390955359,50123.643,Yes,Urgent,0,3
S761654,O91771,C7853,Jane Smith,Amit@Gmail.Com,9.2E+11,Delhi,India,East,0,P5045,Charger,Electronics,47.48538505,14,3191.023197,147443.1632,13-03-2022,23-02-2021,0,In Transit,Ship,V728,Unknown,Van,R577,976.3534422,433.1428677,Unknown,Unknown,Ms. Verma,Low,Online,No,Pending,Check Packaging,44674.32476,-383 days,0.443633267,146466.8098,No,Normal,4,1
S678801,O87282,C3499,Michael Brown,Amit@Gmail.Com,9.18E+11,Mumbai,Uk,West,0,P4924,Tablet,Electronics,3.921657851,10,2814.938437,121583.5087,25-02-2025,28-01-2024,-1,In Transit,Ship,V604,Mrs. Patel,Bike,R347,7133.883833,23.39008855,Hub C,North Hub,Mr. Khan,Low,Debit,No,Returned,Delayed Delivery,28149.38437,-394 days,0.003278731,114449.6249,No,Normal,3,1
S695550,O90444,C3361,Michael Brown,,9.16E+11,Mumbai,Usa,West,560001,P7004,Mobile,Unknown,73.33339721,10,4018.205926,65957.74185,02-11-2020,20-11-2020,13,Unknown,Rail,V803,Unknown,Van,R127,103.9569566,642.5127505,Warehouse A,North Hub,Mr. Khan,Low,Online,Unknown,Unknown,No Remarks,40182.05926,18 days,6.180565222,65853.78489,Yes,Normal,4,1
S708599,O54093,C5327,Li Wei,John@Example.Com,9.19E+11,Delhi,Usa,East,600001,P4851,Charger,Electronics,71.46785633,18,523.4605678,113440.8677,18-04-2023,19-12-2021,-1,In Transit,Ship,V357,Mrs. Patel,Cargo,R804,880.2333472,643.2002564,Unknown,North Hub,Ms. Verma,Low,Credit,No,Not Returned,Check Packaging,9422.29022,-485 days,0.73071562,112560.6344,No,Normal,2,1
S338906,O39610,C4938,Michael Brown,,9.17E+11,Mumbai,India,Unknown,400001,P1202,Charger,Electronics,56.34708116,16,3016.493332,179436.9465,15-04-2025,16-02-2025,11,Cancelled,Unknown,V130,Mrs. Patel,Cargo,R284,5242.289857,1463.66029,Warehouse A,Unknown,Mr. Patel,Unknown,Cash,No,Returned,No Remarks,48263.89331,-58 days,0.279202473,174194.6566,Yes,Na,1,2
S589815,O41611,C8498,Li Wei,,9.19E+11,Chennai,Uk,Unknown,600001,P4700,Headphones,Accessories,59.4452496,10,3587.724083,128829.1231,22-04-2024,29-06-2025,5,Unknown,Road,V514,Ms. Sharma,Van,R227,1183.948113,1114.660511,Unknown,Unknown,Mr. Khan,Unknown,Debit,Unknown,Unknown,No Remarks,35877.24083,433 days,0.941477501,127645.175,Yes,Na,3,2
S544869,O77361,C2251,Jane Smith,Amit@Gmail.Com,9.18E+11,Mumbai,India,West,560001,P7949,Tablet,Electronics,6.824055853,1,523.4605678,181861.2156,13-04-2021,27-06-2020,13,Delayed,Rail,V987,Mr. Lee,Cargo,R428,1034.190411,1114.660511,Unknown,Central,Unknown,High,Cash,No,Not Returned,Check Packaging,523.4605678,-290 days,1.077809753,180827.0252,Yes,Urgent,1,3
S728789,O21077,C9503,Amit Kumar,,9.18E+11,Chennai,India,North,0,P1109,Headphones,Clothing,5.121816066,13,4018.205926,148242.9735,21-03-2025,27-07-2023,10,Delayed,Rail,V480,Unknown,Van,R830,2892.410615,1678.080913,Unknown,Central,Mr. Khan,Unknown,Card,No,Unknown,Delayed Delivery,52236.67704,-603 days,0.580166904,145350.5629,Yes,Na,0,2
S779992,O88829,C5198,John Doe,John@Example.Com,9.18E+11,Mumbai,Uk,South,110001,P6329,Charger,Food,35.99695601,17,3619.054145,13794.51044,13-09-2023,25-10-2022,1,Unknown,Ship,V559,Mr. Lee,Cargo,R833,9983.976999,333.7242436,Warehouse B,North Hub,Mr. Patel,Medium,Upi,Yes,Returned,No Remarks,61523.92047,-323 days,0.033425983,3810.533441,Yes,Not Urgent,5,4
S612844,O58509,C6899,Michael Brown,Amit@Gmail.Com,9.18E+11,Delhi,Uk,South,560001,P7428,Charger,Clothing,14.37963913,8,3034.590772,97446.1529,23-07-2022,30-09-2020,5,Pending,Rail,V212,Mr. Rao,Cargo,R178,3087.753105,1756.926761,Warehouse B,Central,Ms. Verma,High,Cash,No,Returned,Handle With Care,24276.72618,-661 days,0.56899846,94358.3998,Yes,Urgent,1,3
S511292,O23528,C2146,Amit Kumar,Amit@Gmail.Com,9.17E+11,Chennai,Unknown,North,600001,P9119,Laptop,Electronics,59.99104789,1,833.9464516,179436.9465,09-08-2023,24-09-2020,0,Delayed,Ship,V454,Ms. Sharma,Bike,R476,8217.077304,575.8247449,Warehouse B,Central,Ms. Verma,Unknown,Card,Unknown,Not Returned,Check Packaging,833.9464516,-1049 days,0.070076588,171219.8692,No,Na,0,2
S382220,O73990,C4953,Amit Kumar,Amit@Gmail.Com,9.16E+11,Mumbai,India,Unknown,110001,P5780,Laptop,Food,35.99695601,11,676.4538978,101091.6027,06-10-2021,31-05-2024,0,In Transit,Ship,V613,Ms. Sharma,Van,R786,6663.056267,1406.512023,Hub C,Central,Mr. Khan,Unknown,Cash,Yes,Unknown,No Remarks,7440.992876,968 days,0.211091122,94428.54643,No,Na,1,2
S453112,O58356,C4844,John Doe,Amit@Gmail.Com,9.18E+11,Mumbai,Usa,North,0,P7616,Laptop,Unknown,90.97738001,9,1955.826088,121583.5087,05-12-2023,10-07-2025,12,Delayed,Air,V657,Unknown,Bike,R720,3152.005782,1097.124418,Hub C,Unknown,Ms. Verma,Medium,Credit,No,Unknown,Delayed Delivery,17602.43479,583 days,0.348071829,118431.5029,Yes,Not Urgent,2,4
S782046,O51262,C7905,Jane Smith,Amit@Gmail.Com,9.2E+11,Bangalore,Usa,East,400001,P4944,Laptop,Unknown,33.42435347,12,2421.167471,128829.1231,20-09-2025,29-04-2020,0,Unknown,Ship,V277,Mr. Rao,Bike,R851,3087.753105,320.2241976,Warehouse A,South Hub,Mr. Khan,High,Online,No,Pending,Delayed Delivery,29054.00965,-1970 days,0.103707838,125741.37,No,Urgent,4,3
S372899,O89580,C1250,Li Wei,,9.2E+11,Mumbai,India,North,0,P6140,Tablet,Furniture,73.09581474,9,1274.356122,62335.44104,18-04-2021,22-12-2020,13,In Transit,Ship,V755,Mr. Lee,Bike,R229,7392.57299,1779.59497,Warehouse B,Central,Unknown,Low,Cash,No,Pending,Check Packaging,11469.2051,-117 days,0.240727413,54942.86805,Yes,Normal,1,1
S615997,O35859,C4795,Fatima Noor,,9.18E+11,Mumbai,India,North,400001,P5038,Headphones,Food,5.121816066,17,307.5872966,179436.9465,11-06-2022,21-06-2023,0,Unknown,Road,V981,Mrs. Patel,Van,R220,6663.056267,796.7421056,Hub C,North Hub,Unknown,High,Online,No,Pending,Check Packaging,5228.984042,375 days,0.119576073,172773.8902,No,Urgent,4,3
S575934,O58424,C6578,Not Provided,John@Example.Com,9.16E+11,Delhi,India,Unknown,400001,P1732,Headphones,Clothing,26.24860817,11,2127.286521,105894.7435,16-04-2020,22-01-2024,10,In Transit,Rail,V794,Unknown,Bike,R323,6730.004134,939.1455906,Hub C,Central,Mr. Patel,Low,Debit,Yes,Pending,Handle With Care,23400.15173,1376 days,0.139546064,99164.73937,Yes,Normal,3,1
S788279,O98160,C2952,Amit Kumar,Amit@Gmail.Com,9.18E+11,Unknown,India,Unknown,400001,P1381,Unknown,Food,80.93553614,2,1261.274133,61620.03341,11-05-2024,11-12-2020,12,Delayed,Road,V440,Mr. Lee,Van,R540,1320.681108,333.7242436,Warehouse A,Central,Unknown,High,Unknown,Yes,Pending,Delayed Delivery,2522.548266,-1247 days,0.25269101,60299.3523,Yes,Urgent,6,3
S877519,O91381,C8572,Michael Brown,Amit@Gmail.Com,9.18E+11,Chennai,Usa,South,110001,P9454,Laptop,Furniture,29.56839253,17,440.3027013,141044.8847,26-11-2022,28-04-2024,10,Cancelled,Rail,V440,Unknown,Cargo,R293,5675.666106,642.5127505,Warehouse B,North Hub,Mr. Khan,High,Card,Unknown,Returned,Handle With Care,7485.145922,519 days,0.113204818,135369.2186,Yes,Urgent,0,3
S725639,O29750,C4022,Jane Smith,,9.16E+11,Unknown,Uk,East,600001,P4757,Mobile,Unknown,31.51525207,6,3146.504377,144272.0613,06-11-2022,28-07-2021,1,Unknown,Rail,V813,Mr. Rao,Cargo,R492,9534.073323,535.2364674,Unknown,North Hub,Unknown,Unknown,Upi,Unknown,Unknown,Handle With Care,18879.02626,-466 days,0.056139328,134737.988,Yes,Na,5,2
S801210,O17754,C4698,Amit Kumar,,9.19E+11,Delhi,Uk,West,110001,P2361,Tablet,Food,9.305003954,13,1931.036453,121613.615,07-04-2025,15-04-2025,0,Delivered,Road,V228,Unknown,Cargo,R793,1183.948113,1939.508704,Warehouse B,Unknown,Unknown,High,Card,Unknown,Not Returned,Delayed Delivery,25103.47389,8 days,1.638170358,120429.6669,No,Urgent,0,3
S582511,O39717,C6499,Fatima Noor,John@Example.Com,9.17E+11,Chennai,Usa,North,0,P2255,Charger,Food,49.77010256,7,3587.724083,33976.37038,12-11-2023,20-03-2022,11,Cancelled,Unknown,V905,Mrs. Patel,Cargo,R847,8553.133891,385.6927903,Hub C,North Hub,Ms. Verma,Unknown,Unknown,Yes,Pending,Handle With Care,25114.06858,-602 days,0.045093739,25423.23649,Yes,Na,6,2
S403704,O60981,C7803,Amit Kumar,,9.2E+11,Delhi,India,North,0,P4118,Laptop,Food,30.77210317,11,1937.487668,79017.03623,07-08-2025,11-05-2020,2,In Transit,Ship,V241,Ms. Sharma,Cargo,R225,4839.54642,151.0244466,Warehouse A,North Hub,Mr. Patel,Low,Upi,Yes,Not Returned,Delayed Delivery,21312.36435,-1914 days,0.031206323,74177.48981,Yes,Normal,5,1
S845074,O96703,C6089,Amit Kumar,,9.19E+11,Unknown,Uk,North,400001,P9172,Charger,Accessories,16.02385472,4,2473.738849,148242.9735,01-11-2021,17-05-2025,1,Delayed,Ship,V805,Mrs. Patel,Truck,R342,9138.029149,1006.852013,Warehouse B,South Hub,Unknown,Unknown,Cash,Yes,Not Returned,Check Packaging,9894.955396,1293 days,0.110182622,139104.9444,Yes,Na,1,2
S495166,O33015,C4061,Fatima Noor,,9.2E+11,Chennai,Unknown,Unknown,560001,P2486,Tablet,Accessories,2.548157182,4,4376.729227,87698.03529,20-03-2023,24-02-2020,10,Pending,Unknown,V401,Mr. Lee,Bike,R652,1108.012233,531.0631365,Unknown,North Hub,Mr. Patel,High,Cash,Unknown,Not Returned,Handle With Care,17506.91691,-1120 days,0.479293568,86590.02306,Yes,Urgent,1,3
S803867,O20371,C9896,Fatima Noor,John@Example.Com,9.18E+11,Bangalore,India,West,560001,P5579,Headphones,Furniture,97.00603029,14,4624.872973,65957.74185,12-12-2022,25-09-2020,-1,Delayed,Unknown,V363,Ms. Sharma,Cargo,R700,8565.430964,1006.852013,Unknown,Unknown,Mr. Patel,Low,Cash,Yes,Unknown,No Remarks,64748.22162,-808 days,0.117548319,57392.31089,No,Normal,1,1
S952046,O83348,C9245,Jane Smith,John@Example.Com,9.19E+11,Unknown,Unknown,Unknown,600001,P3551,Charger,Furniture,77.21123441,11,3887.725191,148242.9735,02-07-2025,16-01-2022,11,Delayed,Ship,V951,Mrs. Patel,Truck,R219,7753.704802,1070.479319,Warehouse A,Unknown,Mr. Khan,Unknown,Upi,Unknown,Returned,No Remarks,42764.9771,-1263 days,0.138060366,140489.2687,Yes,Na,5,2
S508516,O43774,C8754,Fatima Noor,John@Example.Com,9.17E+11,Bangalore,Uk,North,560001,P3680,Laptop,Accessories,6.824055853,10,440.3027013,50746.42056,18-08-2020,19-03-2022,5,Delayed,Air,V412,Mr. Lee,Bike,R187,8916.361693,1779.59497,Warehouse B,Central,Ms. Verma,Low,Credit,Yes,Pending,Handle With Care,4403.027013,578 days,0.199587571,41830.05887,Yes,Normal,2,1
S461127,O22160,C5412,Jane Smith,Amit@Gmail.Com,9.19E+11,Mumbai,Uk,East,110001,P5153,Charger,Food,32.87036791,7,2899.960714,14882.3431,03-04-2021,22-04-2023,4,Pending,Air,V264,Mrs. Patel,Truck,R720,3087.753105,168.3664584,Hub C,South Hub,Mr. Khan,Unknown,Debit,No,Pending,No Remarks,20299.725,749 days,0.054527176,11794.59,Yes,Na,3,2
S737212,O81177,C3071,Michael Brown,,9.2E+11,Chennai,Usa,South,600001,P7159,Mobile,Electronics,33.42435347,14,4318.381124,190827.3004,11-07-2022,11-12-2023,13,Pending,Rail,V433,Ms. Sharma,Cargo,R759,666.2038035,1335.386338,Warehouse A,Central,Mr. Patel,Medium,Credit,Unknown,Pending,Handle With Care,60457.33574,518 days,2.004471201,190161.0966,Yes,Not Urgent,2,4
S605960,O56353,C5355,Li Wei,,9.19E+11,Unknown,India,Unknown,110001,P6118,Laptop,Electronics,14.37963913,10,2700.135729,197255.3225,14-06-2025,30-05-2025,9,Cancelled,Road,V699,Unknown,Bike,R491,7753.704802,959.3305987,Warehouse B,South Hub,Mr. Khan,Unknown,Debit,Unknown,Not Returned,No Remarks,27001.35729,-15 days,0.123725448,189501.6177,Yes,Na,3,2
S371793,O21438,C8876,Jane Smith,,9.18E+11,Bangalore,Usa,Unknown,560001,P5577,Unknown,Electronics,5.000115247,7,2445.113684,61620.03341,10-08-2020,30-12-2020,11,Delivered,Unknown,V136,Mrs. Patel,Cargo,R476,7089.920759,365.2178462,Hub C,North Hub,Mr. Patel,Medium,Upi,No,Unknown,Handle With Care,17115.79579,142 days,0.051512261,54530.11265,Yes,Not Urgent,5,4
S618285,O82110,C9723,Not Provided,Amit@Gmail.Com,9.17E+11,Unknown,Unknown,East,110001,P3776,Mobile,Food,68.58118614,3,4283.776423,197255.3225,06-11-2022,19-08-2025,0,Pending,Ship,V574,Mr. Lee,Bike,R302,4600.327884,804.0189189,Warehouse B,North Hub,Unknown,Unknown,Credit,Yes,Not Returned,Delayed Delivery,12851.32927,1017 days,0.174774264,192654.9946,No,Na,2,2
S563000,O74283,C9061,Amit Kumar,,9.2E+11,Chennai,Uk,West,400001,P9826,Tablet,Furniture,43.04033133,4,838.5720371,196302.5875,24-01-2021,26-08-2021,3,Delivered,Rail,V506,Mr. Lee,Truck,R641,8813.090633,1097.124418,Warehouse A,Central,Unknown,Low,Upi,No,Pending,Handle With Care,3354.288148,214 days,0.124488044,187489.4969,Yes,Normal,5,1
S697833,O18123,C2882,Not Provided,,9.17E+11,Mumbai,India,South,400001,P8262,Headphones,Clothing,56.34708116,17,3619.054145,103270.9587,08-04-2022,13-08-2020,0,Delayed,Ship,V296,Unknown,Van,R506,4457.789666,1513.852223,Warehouse A,South Hub,Mr. Khan,Medium,Card,No,Pending,No Remarks,61523.92047,-603 days,0.339597051,98813.16903,No,Not Urgent,0,4
S722243,O71915,C6158,Li Wei,,9.2E+11,Delhi,Unknown,Unknown,0,P6294,Charger,Clothing,16.02385472,5,4376.729227,78221.03064,14-05-2025,25-03-2020,0,Pending,Road,V113,Ms. Sharma,Van,R562,4493.931902,151.0244466,Warehouse B,Central,Ms. Verma,Unknown,Credit,Unknown,Returned,No Remarks,21883.64614,-1876 days,0.033606305,73727.09874,No,Na,2,2
S582191,O49389,C6271,Fatima Noor,,9.16E+11,Delhi,Usa,Unknown,110001,P2736,Tablet,Food,18.89301832,11,3014.228373,128829.1231,21-03-2025,27-06-2025,10,Unknown,Rail,V834,Ms. Sharma,Truck,R777,6203.769968,1035.52612,Unknown,Unknown,Mr. Patel,Medium,Cash,Yes,Pending,Check Packaging,33156.5121,98 days,0.166918845,122625.3531,Yes,Not Urgent,1,4
S718203,O25102,C1720,Li Wei,,9.17E+11,Mumbai,India,Unknown,600001,P5760,Laptop,Unknown,9.305003954,4,4886.34183,121583.5087,02-09-2022,08-02-2022,7,Delivered,Air,V799,Mrs. Patel,Cargo,R706,5625.156091,558.3356878,Unknown,Central,Mr. Patel,Medium,Upi,No,Not Returned,Handle With Care,19545.36732,-206 days,0.099256924,115958.3526,Yes,Not Urgent,5,4
S813449,O88224,C2476,Amit Kumar,,9.19E+11,Mumbai,Uk,East,600001,P6195,Headphones,Clothing,95.09607349,5,2036.672621,197255.3225,01-08-2025,03-01-2025,4,Cancelled,Unknown,V506,Mrs. Patel,Van,R644,3732.107672,1939.508704,Hub C,Central,Mr. Khan,Medium,Online,Yes,Not Returned,Delayed Delivery,10183.36311,-210 days,0.519681873,193523.2148,Yes,Not Urgent,4,4
S596485,O49553,C3062,Amit Kumar,Amit@Gmail.Com,9.17E+11,Mumbai,India,South,400001,P2430,Charger,Food,28.45298371,12,494.0543596,197255.3225,01-11-2024,13-02-2022,3,Pending,Road,V813,Mrs. Patel,Cargo,R620,1034.190411,1165.597811,Warehouse A,Central,Ms. Verma,Unknown,Card,No,Returned,Handle With Care,5928.652315,-992 days,1.127063062,196221.1321,Yes,Na,0,2
S708453,O34577,C9046,John Doe,,9.2E+11,Bangalore,Usa,North,560001,P3753,Tablet,Food,73.33339721,8,2473.738849,92774.50403,01-11-2020,02-01-2020,13,Delivered,Ship,V255,Mrs. Patel,Cargo,R519,8565.430964,1463.66029,Warehouse B,Unknown,Ms. Verma,High,Credit,Unknown,Unknown,Check Packaging,19789.91079,-304 days,0.170879935,84209.07307,Yes,Urgent,2,3
S290095,O86180,C6363,Jane Smith,,9.19E+11,Delhi,Unknown,North,560001,P3824,Charger,Electronics,76.19811234,1,802.3631792,34984.62944,13-10-2024,26-07-2023,1,Delayed,Air,V805,Mr. Lee,Cargo,R960,6060.784907,182.9656144,Warehouse A,South Hub,Mr. Khan,Medium,Unknown,Unknown,Unknown,Check Packaging,802.3631792,-445 days,0.030188436,28923.84453,Yes,Not Urgent,6,4
S146328,O38774,C9041,Michael Brown,,9.19E+11,Mumbai,India,South,400001,P1958,Headphones,Unknown,83.32804276,7,676.4538978,78649.6933,11-06-2020,19-10-2023,12,Delivered,Unknown,V159,Unknown,Van,R525,7342.820681,1248.440028,Warehouse A,North Hub,Unknown,High,Card,Yes,Returned,Handle With Care,4735.177285,1225 days,0.17002186,71306.87262,Yes,Urgent,0,3
S847118,O55045,C7098,Not Provided,Amit@Gmail.Com,9.19E+11,Chennai,Usa,West,110001,P8243,Headphones,Unknown,70.95322149,17,4283.776423,94641.07852,08-06-2025,16-05-2020,0,Delivered,Rail,V580,Mr. Lee,Cargo,R927,3598.151842,1248.440028,Warehouse A,Central,Mr. Khan,Low,Card,No,Unknown,Delayed Delivery,72824.19919,-1849 days,0.346967022,91042.92668,No,Normal,0,1
S465072,O92172,C1730,John Doe,,9.2E+11,Mumbai,Uk,Unknown,600001,P6428,Unknown,Accessories,18.74874873,7,405.8528003,131653.9671,08-11-2024,24-05-2021,2,Pending,Ship,V823,Mrs. Patel,Truck,R516,5513.375185,1666.826338,Hub C,North Hub,Ms. Verma,Low,Upi,Unknown,Returned,Delayed Delivery,2840.969602,-1264 days,0.302324127,126140.5919,Yes,Normal,5,1
S387070,O42589,C3641,Li Wei,,9.17E+11,Mumbai,India,West,110001,P9099,Tablet,Furniture,59.99104789,3,1400.472211,44976.48821,26-02-2024,29-06-2022,5,Delayed,Air,V856,Mrs. Patel,Cargo,R561,3978.506822,1858.374053,Warehouse B,Unknown,Unknown,Low,Cash,No,Not Returned,Handle With Care,4201.416633,-607 days,0.467103397,40997.98139,Yes,Normal,1,1
S178997,O52315,C8359,Jane Smith,,9.2E+11,Bangalore,Usa,East,0,P6078,Charger,Food,77.62571592,7,2700.135729,190827.3004,17-10-2024,22-12-2021,1,Delivered,Unknown,V447,Ms. Sharma,Bike,R296,6730.004134,173.6067644,Warehouse B,Unknown,Mr. Patel,Low,Online,Unknown,Pending,No Remarks,18900.9501,-1030 days,0.025795937,184097.2963,Yes,Normal,4,1
S716026,O40580,C3920,Jane Smith,,9.2E+11,Unknown,India,Unknown,110001,P8775,Tablet,Clothing,5.000115247,12,2935.617099,12926.827,11-08-2023,22-05-2025,13,Delivered,Rail,V321,Mrs. Patel,Truck,R785,3219.920606,142.643247,Unknown,South Hub,Mr. Khan,Unknown,Unknown,No,Returned,Handle With Care,35227.40519,650 days,0.044300237,9706.906394,Yes,Na,6,2
S904775,O66064,C7085,Li Wei,,9.19E+11,Mumbai,Uk,Unknown,0,P2306,Headphones,Unknown,29.47729945,13,1644.05942,154723.2036,02-06-2020,24-06-2025,2,Delayed,Road,V672,Ms. Sharma,Truck,R710,4457.789666,182.9656144,Hub C,North Hub,Unknown,Medium,Upi,Unknown,Pending,No Remarks,21372.77246,1848 days,0.041044021,150265.4139,Yes,Not Urgent,5,4
S876265,O87386,C6618,Michael Brown,Amit@Gmail.Com,9.18E+11,Delhi,Usa,East,400001,P2918,Headphones,Accessories,46.68507654,16,524.0510367,49172.27302,10-03-2020,27-05-2023,1,Delivered,Rail,V622,Mr. Lee,Van,R409,5675.666106,1045.618889,Warehouse B,North Hub,Unknown,Medium,Card,Unknown,Returned,Check Packaging,8384.816587,1173 days,0.184228401,43496.60691,Yes,Not Urgent,0,4
S767768,O42813,C4895,Amit Kumar,,9.18E+11,Mumbai,Usa,West,0,P6186,Charger,Accessories,60.95071276,1,4256.863571,7967.942201,01-12-2021,28-02-2020,0,In Transit,Air,V697,Unknown,Bike,R541,5943.195907,1954.873446,Hub C,North Hub,Unknown,Unknown,Cash,Unknown,Returned,No Remarks,4256.863571,-642 days,0.328926301,2024.746294,No,Na,1,2
S774081,O36493,C1430,Jane Smith,,9.18E+11,Delhi,India,East,400001,P5603,Unknown,Electronics,26.24860817,4,3191.023197,167175.0862,22-08-2025,29-09-2020,7,Delivered,Rail,V121,Ms. Sharma,Bike,R353,8916.361693,1456.701958,Unknown,Central,Unknown,High,Card,Yes,Pending,Delayed Delivery,12764.09279,-1788 days,0.163374032,158258.7245,Yes,Urgent,0,3
S712795,O11402,C6818,Michael Brown,Amit@Gmail.Com,9.19E+11,Chennai,India,East,110001,P4745,Laptop,Furniture,11.23519699,13,4712.281498,189658.9031,03-06-2025,14-07-2022,5,Cancelled,Air,V979,Mrs. Patel,Bike,R598,3845.086369,632.8260178,Unknown,South Hub,Mr. Khan,Low,Unknown,Unknown,Unknown,Delayed Delivery,61259.65947,-1055 days,0.164580443,185813.8167,Yes,Normal,6,1
S872769,O35611,C5717,Jane Smith,,9.17E+11,Bangalore,Unknown,South,560001,P7824,Mobile,Clothing,39.17339032,8,4256.863571,33976.37038,13-12-2023,18-11-2024,-1,Delayed,Ship,V562,Mrs. Patel,Cargo,R256,1209.503401,1229.741794,Unknown,North Hub,Mr. Khan,Medium,Upi,No,Unknown,Handle With Care,34054.90857,341 days,1.016732812,32766.86698,No,Not Urgent,5,4
S741965,O52143,C3589,John Doe,,9.2E+11,Chennai,India,South,600001,P1164,Mobile,Unknown,1.049450654,14,2365.351775,193935.3856,19-03-2024,30-11-2022,10,Pending,Air,V448,Mr. Lee,Bike,R659,8665.192759,1229.741794,Unknown,North Hub,Ms. Verma,High,Debit,Unknown,Pending,Delayed Delivery,33114.92485,-475 days,0.141917419,185270.1928,Yes,Urgent,3,3
S765281,O45187,C2957,Li Wei,Amit@Gmail.Com,9.17E+11,Mumbai,Uk,East,0,P7694,Unknown,Electronics,29.56839253,9,2835.837899,31450.40809,13-03-2023,20-06-2021,13,In Transit,Ship,V127,Mr. Lee,Truck,R211,9057.001816,1267.012215,Unknown,South Hub,Ms. Verma,Unknown,Debit,Unknown,Unknown,No Remarks,25522.54109,-631 days,0.139893117,22393.40627,Yes,Na,3,2
